date,region,temperature,rainfall,co2,sea_level,year,month,season,decade,temp_rolling_12,rain_rolling_12,z_score,anomaly
2007-06-01,East,23.7871630590967,72.35045191703999,390.3973419035911,3.486351801917553,2007,6,Summer,2000,23.80820190353181,95.02532064531238,-0.23782171640884595,False
2007-07-01,East,24.84693165827277,66.05332174777422,386.2249797208249,3.358740194668769,2007,7,Summer,2000,24.386781236724943,95.0094501574282,-0.06469369246478222,False
2007-08-01,East,15.536200393257042,58.6953198087554,388.7667106212365,2.7919095775685627,2007,8,Summer,2000,24.3349195865521,93.28801091657789,-1.585731876309457,False
2007-09-01,East,17.539201467112736,79.21324798097011,387.8687465882721,4.045263879465668,2007,9,Autumn,2000,24.4452126550227,92.03137864480881,-1.2585136343799654,False
2007-10-01,East,18.726864585184103,123.9671040744598,387.3625862990799,2.9066992511835505,2007,10,Autumn,2000,24.513588836293337,92.34848059731893,-1.064492251879294,False
2007-11-01,East,20.762030167413187,113.31546240966492,387.4538463484437,3.98505083850687,2007,11,Autumn,2000,24.514417184215898,92.59864859342174,-0.732019487613373,False
2007-12-01,East,25.80403555232181,141.49362141386382,391.1077633308081,4.13898700427449,2007,12,Winter,2000,24.787566459153165,94.2915105783731,0.09166261589791655,False
2008-01-01,East,28.18831501986275,111.2011178397769,386.33399923320553,3.6860413229435767,2008,1,Winter,2000,24.737042855795096,93.72664262621578,0.48116801647941343,False
2008-02-01,East,32.03915764523481,114.44220352340346,391.5145071814073,3.754843786697344,2008,2,Winter,2000,24.57740818337902,93.9565971366748,1.1102570221062646,False
2008-03-01,East,32.434064975438105,81.31636907945978,390.0987132486073,3.37333625562931,2008,3,Spring,2000,24.89717716139148,93.69336129079346,1.174770658170097,False
2008-04-01,East,29.066962284694448,86.53388983074427,389.7151869351802,2.348670829285668,2008,4,Spring,2000,24.721956310638422,93.48109330855875,0.6247073370654684,False
2008-05-01,East,27.70543286335257,86.97303788273425,386.9086991591333,3.97285699837585,2008,5,Spring,2000,24.703029972603417,94.62959562572058,0.40228246201077605,False
2008-06-01,East,23.084759547559973,77.7684814465768,384.7758064556857,2.699067419235398,2008,6,Summer,2000,24.644496346642025,95.0810980865153,-0.35256915472535066,False
2008-07-01,East,21.93991381396731,51.19433962082576,391.18570688768256,3.4387941172823973,2008,7,Summer,2000,24.40224485961657,93.84284957593627,-0.539595718573144,False
2008-08-01,East,19.14048393407905,83.65616993172532,392.244407940376,3.556327399630412,2008,8,Summer,2000,24.702601821351738,95.9229204195171,-0.9969217458321383,False
2008-09-01,East,16.44532422509768,92.23510244413248,394.19645717404455,3.39207487112501,2008,9,Autumn,2000,24.61144538451715,97.00807495811397,-1.437213782218546,False
2008-10-01,East,17.515034651380688,119.74333004770244,392.24100029433487,5.12754552754398,2008,10,Autumn,2000,24.510459556700198,96.65609378921751,-1.262461621757552,False
2008-11-01,East,22.133664699790835,118.14335533588746,394.24424536047854,3.888219838909644,2008,11,Autumn,2000,24.62476243439834,97.05841819973607,-0.5079438013280795,False
2008-12-01,East,25.323442479029666,116.62412457924036,391.9417077974107,3.5326549527660065,2008,12,Winter,2000,24.58471301162399,94.9859601301841,0.013151015190968259,False
2009-01-01,East,25.3847193003823,99.91581058930856,394.2728606598398,3.2385937556926385,2009,1,Winter,2000,24.35108003500062,94.04551785931176,0.02316144105431523,False
2009-02-01,East,30.888474472409506,114.8431416643531,391.5488106985708,3.7748265078989207,2009,2,Winter,2000,24.25518977059851,94.07892937105754,0.9222768309099857,False
2009-03-01,East,29.97743325905177,103.72918347333288,395.62463379943335,2.851714341867177,2009,3,Spring,2000,24.05047046089965,95.94666390388032,0.7734455057293254,False
2009-04-01,East,24.395909638439008,98.1904061284182,389.95916835351983,4.0385116360403055,2009,4,Spring,2000,23.661216073711696,96.9180402620198,-0.1383744479710193,False
2009-05-01,East,27.62996223303469,63.25352025119465,389.6204044406578,4.448967964452764,2009,5,Spring,2000,23.65492685451854,94.94141379272484,0.3899532789203297,False
2009-06-01,East,24.459063113480177,65.62336169639715,388.8925203304254,4.033666832857687,2009,6,Summer,2000,23.769452151678554,93.92932048020985,-0.12805744447839007,False
2009-07-01,East,20.587271256245835,62.62677419162687,393.9870593624741,2.139538620941363,2009,7,Summer,2000,23.656731938535103,94.88202336110994,-0.76056880015249,False
2009-08-01,East,18.88389184219178,71.87705036817246,395.18880901794654,4.511597927133053,2009,8,Summer,2000,23.635349264211158,93.90043006414722,-1.0388396530645796,False
2009-09-01,East,17.614364715620447,88.75746579429305,393.2005537909925,5.216014881192671,2009,9,Autumn,2000,23.73276930508806,93.61062700999395,-1.2462346664076425,False
2009-10-01,East,18.47897074377551,105.61961959090054,392.4161178168772,4.731997047484864,2009,10,Autumn,2000,23.81309731278763,92.43365113859376,-1.1049891782312729,False
2009-11-01,East,19.54772741709379,127.6117293126815,392.8459946658924,4.186799763268788,2009,11,Autumn,2000,23.597602539229538,93.22268230332661,-0.9303928266574669,False
2009-12-01,East,22.9893631480226,118.1410517587462,396.0375979515969,4.365076443282791,2009,12,Winter,2000,23.403095928312283,93.34909290161876,-0.36815349092489824,False
2010-01-01,East,26.223501170057173,132.11353195240903,394.3848254827475,4.563325254634739,2010,1,Winter,2010,23.472994417451858,96.0322363485438,0.16018819173349,False
2010-02-01,East,31.680096431454604,117.46737577531336,391.31227727390166,3.941067897992687,2010,2,Winter,2010,23.538962914038947,96.25092252445717,1.0515993505494232,False
2010-03-01,East,34.03613374988435,109.7190639911354,392.7667600553515,4.312180374132733,2010,3,Spring,2010,23.877187954941665,96.75007923427404,1.4364910010430652,False
2010-04-01,East,30.635532578941422,100.01635770831967,391.9381096116308,4.186950691946209,2010,4,Spring,2010,24.397156533316863,96.90224186593248,0.8809552346456265,False
2010-05-01,East,29.099959349426896,85.41953285808339,396.52250786010353,3.9770138749522346,2010,5,Spring,2010,24.519656293016215,98.74940958317323,0.6300978691283401,False
2010-06-01,East,25.59366067272335,69.68618710415828,392.0752674359368,4.273403666568183,2010,6,Summer,2010,24.614206089619813,99.08797836715333,0.05729493674544072,False
2010-07-01,East,20.661578656576957,69.65020185147505,398.1198291573848,4.3366104431308665,2010,7,Summer,2010,24.62039837298074,99.673264005474,-0.7484296469507915,False
2010-08-01,East,18.00890926609184,80.19120427108872,394.4423895906888,5.119227919996972,2010,8,Summer,2010,24.54748315830574,100.36611016405037,-1.181780295487314,False
2010-09-01,East,13.691540617300149,94.7982334829873,395.6542301388157,3.817535408849528,2010,9,Autumn,2010,24.22058115011239,100.86950747144152,-1.8870828524648255,False
2010-10-01,East,19.742383171934243,120.3021977183748,394.1141426160702,3.994279754272092,2010,10,Autumn,2010,24.325865519125617,102.09305564873107,-0.8985930864018407,False
2010-11-01,East,20.944198966544903,121.67962858257128,398.3782656107487,4.918828546566056,2010,11,Autumn,2010,24.442238148246542,101.59871392122187,-0.7022596662311796,False
2010-12-01,East,23.89441803720677,124.2366149515126,392.4599636071264,5.256608372458163,2010,12,Winter,2010,24.517659389011886,102.10667752061907,-0.2203001155303175,False
2011-01-01,East,28.892308935149327,117.96211684244372,399.91733686472935,4.281117053790628,2011,1,Winter,2010,24.740060036102903,100.92739292812196,0.5961752694938617,False
2011-02-01,East,31.34428930604316,114.47655771919192,398.015766346834,4.266420384570601,2011,2,Winter,2010,24.712076108985283,100.67815809011184,0.9967405595888118,False
2011-03-01,East,34.95172079001861,106.84256645196172,406.6070672374638,4.768259410742372,2011,3,Spring,2010,24.78837502899647,100.43844996184737,1.586064950611374,False
2011-04-01,East,31.07861723396198,86.34246932875055,398.3370172653763,5.436774345412552,2011,4,Spring,2010,24.82529875024818,99.29895926354995,0.9533393105875689,False
2011-05-01,East,29.50771967018128,65.31656110574036,400.0295254030385,4.840396679693898,2011,5,Spring,2010,24.859278776977717,97.62371161752135,0.6967112209769313,False
2011-06-01,East,26.407085979304213,73.86247973331942,393.4729699171521,5.194486371224882,2011,6,Summer,2010,24.927064219192786,97.97173600328478,0.1901793381741362,False
2011-07-01,East,22.03305252848862,74.76917615191287,402.7465043660008,5.00777757263066,2011,7,Summer,2010,25.04135370851876,98.39831719498794,-0.5243802067998177,False
2011-08-01,East,18.766183317729627,47.80774238725839,397.5490705693069,4.301650515262343,2011,8,Summer,2010,25.104459879488576,95.69969537133541,-1.0580689869562871,False
2011-09-01,East,19.33795478244405,89.10022309247387,399.65275633933743,4.014662901770137,2011,9,Autumn,2010,25.574994393250563,95.22486117212596,-0.9646621206738065,False
2011-10-01,East,17.23762224298922,111.49548189598076,395.242359538164,4.758065721432671,2011,10,Autumn,2010,25.366264315838478,94.49096818692647,-1.3077808189103248,False
2011-11-01,East,23.108946450550786,119.51424484395896,398.4571437746128,5.486259025535997,2011,11,Autumn,2010,25.546659939505634,94.31051954204209,-0.3486178858130789,False
2011-12-01,East,24.68207403258243,135.02451247983072,395.861823702893,2.7813073307628007,2011,12,Winter,2010,25.61229793912028,95.20951100273527,-0.09162549152928393,False
2012-01-01,East,28.086145117278143,98.32337924847272,395.0367448474792,5.333053614571835,2012,1,Winter,2010,25.545117620964348,93.57294953657102,0.4644771338142897,False
2012-02-01,East,30.43033144209052,105.00121761331629,398.7133979112341,5.259987790151945,2012,2,Winter,2010,25.468954465634955,92.78333786108139,0.8474327587374968,False
2012-03-01,East,31.679383590722136,93.63669157534316,404.573883159332,6.393439204023887,2012,3,Spring,2010,25.196259699026914,91.68284828802985,1.0514828980450792,False
2012-04-01,East,28.87254991983397,73.92089059325924,398.7431331307837,4.027874221998121,2012,4,Spring,2010,25.01242075618292,90.6477167267389,0.5929473579674323,False
2012-05-01,East,28.19628335778529,67.38790515769058,397.9115669029918,5.988710288065185,2012,5,Spring,2010,24.903134396816583,90.82032873106807,0.4824697559343479,False
2012-06-01,East,25.21828386339116,64.52247581760291,403.1010350244596,4.602895046162058,2012,6,Summer,2010,24.804067553823828,90.04199507142505,-0.004028115555443804,False
2012-07-01,East,21.25967622745581,57.46626340388447,401.700538639757,5.110805179537645,2012,7,Summer,2010,24.739619528737762,88.600085675756,-0.6507220429960182,False
2012-08-01,East,19.96610367433601,69.13663572890144,401.6696397203443,5.718817149292009,2012,8,Summer,2010,24.839612891788292,90.37749345422627,-0.8620452130956262,False
2012-09-01,East,16.655391566770273,135.50849476887112,401.0194679526302,6.440908832244311,2012,9,Autumn,2010,24.616065957148816,94.24484942725935,-1.4028963436878763,False
2012-10-01,East,17.85386190495212,112.3768699807814,400.8783162462658,6.184090822926851,2012,10,Autumn,2010,24.66741926231239,94.31829843432608,-1.2071094506186617,False
2012-11-01,East,21.797926846714034,114.46332830173476,402.0976555590123,4.705767754142886,2012,11,Autumn,2010,24.558167628659323,93.89738872247408,-0.5627912756838958,False
2012-12-01,East,23.414717226271343,184.25298192232992,400.7933838299334,6.894830878828591,2012,12,Winter,2010,24.45255456146673,97.99976117601567,-0.2986659527009822,False
2013-01-01,East,28.265779969040967,102.40203553370044,401.6772913103592,5.434568574370362,2013,1,Winter,2010,24.467524132446968,98.33964919978463,0.4938229994507705,False
2013-02-01,East,30.198241445742973,110.5091096362507,401.5115193110857,6.374955837936749,2013,2,Winter,2010,24.448183299418005,98.79864020169585,0.8095176115288748,False
2013-03-01,East,31.04479139988775,84.85520273292586,398.2498198221902,5.832551683531478,2013,3,Spring,2010,24.395300616848473,98.06684946482773,0.947813387460497,False
2013-04-01,East,31.78796190523741,87.1386634614078,399.9385986490174,5.274939136806371,2013,4,Spring,2010,24.63825161563209,99.16833053717346,1.06922068443526,False
2013-05-01,East,27.22665852749625,75.50494480095581,403.58113554160576,5.268075277427225,2013,5,Spring,2010,24.557449546441344,99.84475050744555,0.32406797750314004,False
2013-06-01,East,25.981414440630715,65.26053577663846,400.46672313602704,5.813039056508965,2013,6,Summer,2010,24.621043761211308,99.90625550403185,0.12063993834943165,False
2013-07-01,East,20.646770315711045,69.51107482013573,399.7394499829566,5.6631086339447325,2013,7,Summer,2010,24.569968268565905,100.90998978871944,-0.7508487965594879,False
2013-08-01,East,18.2890230440698,84.77883267583233,399.1584642541933,4.689615158725908,2013,8,Summer,2010,24.43021154937706,102.21350620096369,-1.1360197918278039,False
2013-09-01,East,17.272855570325245,83.46507574015216,403.4696090946658,5.1635255205619055,2013,9,Autumn,2010,24.48166688300664,97.87655461523711,-1.3020249620719524,False
2013-10-01,East,20.78272884331241,90.38960070667883,403.2816442218766,6.374611909320445,2013,10,Autumn,2010,24.725739127869996,96.04428217572858,-0.7286380693872838,False
2013-11-01,East,23.3835597259814,132.17616420114635,407.3593320803587,6.023670188571948,2013,11,Autumn,2010,24.857875201142274,97.52035183401286,-0.30375596618168754,False
2013-12-01,East,25.9179534257277,131.82113772075508,411.2125259521819,5.2447026980977,2013,12,Winter,2010,25.066478217763642,93.15103148388164,0.11027269391872688,False
2014-01-01,East,27.912104502313,118.21064449462092,404.2078792865581,6.290592537674816,2014,1,Winter,2010,25.03700526220297,94.46841556395833,0.4360451650068058,False
2014-02-01,East,29.15848245025184,109.87779434808968,406.0876249566735,5.854668864927325,2014,2,Winter,2010,24.950358679245383,94.41580595661158,0.6396584362264582,False
2014-03-01,East,33.71690953099933,107.44714576818409,407.08823128712606,5.8282454498657,2014,3,Spring,2010,25.173035190171348,96.29846787621644,1.3843412598131228,False
2014-04-01,East,32.613611351396145,84.27289269283412,407.6644735558995,6.116540297834343,2014,4,Spring,2010,25.241839310684572,96.05965364550197,1.2041020700463314,False
2014-05-01,East,26.996011997619732,69.0149983616592,404.6109704858208,5.357903137036833,2014,5,Spring,2010,25.222618766528196,95.51882477556057,0.2863886407327145,False
2014-06-01,East,21.990227434938017,54.89317014193123,402.3011938346514,7.069409622377517,2014,6,Summer,2010,24.89001984938714,94.65487763933497,-0.5313762848374195,False
2014-07-01,East,20.81244403199157,83.83845548325853,399.6192682845689,5.423655901839549,2014,7,Summer,2010,24.903825992410518,95.84882602792855,-0.7237836776822002,False
2014-08-01,East,19.583268507237715,58.79578991064872,402.0050839269568,6.745955843512402,2014,8,Summer,2010,25.011679781007842,93.68357246416325,-0.9245866924596622,False
2014-09-01,East,20.71310026408155,104.70804852537204,405.4102662197212,5.925354922718407,2014,9,Autumn,2010,25.298366838820865,95.45382019626491,-0.7400128717183241,False
2014-10-01,East,18.90109902524624,114.6677172618418,403.7565686150132,6.160724478399085,2014,10,Autumn,2010,25.14156435398202,97.4769965758618,-1.0360286190311327,False
2014-11-01,East,19.35321991685377,119.80133726475444,403.832738052156,6.595051767898897,2014,11,Autumn,2010,24.805702703221385,96.44576099782915,-0.9621683474504349,False
2014-12-01,East,26.173960714550443,110.25767880923205,408.4212066276265,6.6064423747590375,2014,12,Winter,2010,24.827036643956614,94.64880608853555,0.15209506539077985,False
2015-01-01,East,28.739964976771645,122.09696409220064,404.6113880178375,6.315306019527557,2015,1,Winter,2010,24.896025016828172,94.97266605500054,0.5712877530169155,False
2015-02-01,East,28.28752851848445,129.4217791053473,406.5883124979985,6.613703085585777,2015,2,Winter,2010,24.823445522514216,96.60133145143868,0.4973759292051786,False
2015-03-01,East,28.72381612836003,78.242082165635,401.8345353764582,7.103146219717137,2015,3,Spring,2010,24.40735440562761,94.16757615122624,0.5686496127505889,False
2015-04-01,East,29.527587712048422,93.5433836075734,408.4275015669637,6.781904470051517,2015,4,Spring,2010,24.150185769015295,94.94011706078787,0.6999569435155782,False
2015-05-01,East,28.05105582727228,71.04995792661396,406.157017388484,5.31060890314326,2015,5,Spring,2010,24.238106088153014,95.1096970245341,0.45874480748848756,False
2015-06-01,East,25.918734142592847,50.07729168356671,406.57403558652953,5.906023486764405,2015,6,Summer,2010,24.565481647124244,94.70837381967038,0.11040023493874565,False
2015-07-01,East,21.711439019851376,52.73625872895494,405.5394891401344,5.175609374599507,2015,7,Summer,2010,24.640397896112564,92.11652409014509,-0.576920271930425,False
2015-08-01,East,19.660146498242607,78.28685021931702,404.3585479896607,5.7599288968024815,2015,8,Summer,2010,24.646804395362967,93.74077911586744,-0.9120275973158597,False
2015-09-01,East,19.57197314532995,91.10457205416849,404.424051321979,6.272746219359199,2015,9,Autumn,2010,24.55171046880034,92.60715607660048,-0.9264319478185632,False
2015-10-01,East,19.24977638525482,125.0757830639951,407.7485986066237,6.817428571183108,2015,10,Autumn,2010,24.58076691546772,93.47449489344659,-0.9790672952296439,False
2015-11-01,East,20.698619012585173,128.14412361765451,411.9707353801373,7.105892530883082,2015,11,Autumn,2010,24.69288350677867,94.16972708952159,-0.7423785867034198,False
2015-12-01,East,25.760213920787933,137.78071898356444,405.7160262110149,6.780147197052844,2015,12,Winter,2010,24.65840460729846,96.46331377071596,0.08450373944190208,False
2016-01-01,East,28.92500226472256,115.0076731501233,409.62978884537847,6.7487875480493145,2016,1,Winter,2010,24.67382438129437,95.87253952554285,0.6015161821700503,False
2016-02-01,East,28.82911343756825,101.94226516904637,405.1201040476207,7.947871454641383,2016,2,Winter,2010,24.718956457884687,93.5825800308511,0.5858514010315579,False
2016-03-01,East,32.76635647600345,96.29831916288032,410.81591356164427,6.369642287270386,2016,3,Spring,2010,25.055834820188306,95.08726644728823,1.229055122638107,False
2016-04-01,East,32.842454414483946,86.01685045168789,409.6208128562897,6.879682414665212,2016,4,Spring,2010,25.332073712057934,94.46005535096441,1.2414867852912443,False
2016-05-01,East,28.957584839657446,60.502008028178025,401.8168034717465,6.163292314346644,2016,5,Spring,2010,25.407617796423363,93.58105952609476,0.6068390015269096,False
2016-06-01,East,24.905306626304466,61.51404563330755,412.5419421959022,6.875148749519839,2016,6,Summer,2010,25.323165503399334,94.53412235523983,-0.055157324930414094,False
2016-07-01,East,20.473666880930708,78.63272413374514,406.9413415821942,5.457968788261477,2016,7,Summer,2010,25.22001782515594,96.69216113897237,-0.7791276638751922,False
2016-08-01,East,20.094607051860795,81.2884087160331,410.2774843694265,6.994783780593218,2016,8,Summer,2010,25.25622287129079,96.94229101369869,-0.8410523889656224,False
2016-09-01,East,19.080454154299847,77.61573097179854,407.7651115230936,6.086354331536284,2016,9,Autumn,2010,25.215262955371614,95.81822092350119,-1.006728450011759,False
2016-10-01,East,19.86151545783649,118.92922543518904,408.2196839340367,7.506775401266613,2016,10,Autumn,2010,25.26624121142009,95.30600778776734,-0.8791311611643592,False
2016-11-01,East,22.724092631048983,118.89693714092871,411.9792950796265,7.261041279976882,2016,11,Autumn,2010,25.435030679625402,94.53540891470686,-0.41148914028266215,False
2016-12-01,East,26.76905724081148,119.26598978765244,409.55001505718326,6.900540867171944,2016,12,Winter,2010,25.519100956294036,92.99251481504753,0.24931240673081426,False
2017-01-01,East,28.94666528024551,130.3232806126538,411.1377701678352,6.946647402799702,2017,1,Winter,2010,25.520906207587615,94.26881543692508,0.6050551387621533,False
2017-02-01,East,31.862929154761844,88.06561044793341,408.1302727203493,7.707885003815319,2017,2,Winter,2010,25.773724184020413,93.112427543499,1.0814676332321744,False
2017-03-01,East,25.34388650227672,93.51152484837888,412.2995645175777,5.984714585186747,2017,3,Spring,2010,25.155185019543186,92.88019468395721,0.016490832344430776,False
2017-04-01,East,30.157316841403087,75.46304846864527,408.5278714751768,7.424255915066215,2017,4,Spring,2010,24.931423555119782,92.00071118537033,0.8028320049864981,False
2017-05-01,East,27.173776824075336,52.221103865060016,411.28778278662486,7.290988457170432,2017,5,Spring,2010,24.782772887154607,91.31063583844383,0.31542901157871367,False
2017-06-01,East,26.152076078025026,69.26505352115288,409.8313117377807,6.338951033331537,2017,6,Summer,2010,24.88667034146465,91.95655316243095,0.1485199039080512,False
2017-07-01,East,21.50348478535595,72.88937663344635,409.7050597384732,8.56181874223711,2017,7,Summer,2010,24.972488500166758,91.47794087073937,-0.6108925048471052,False
2017-08-01,East,19.1505829318101,95.3882637945422,409.9743639498784,6.319309714013283,2017,8,Summer,2010,24.893819823495864,92.65292879394845,-0.9952719332953719,False
2017-09-01,East,18.08091514556773,89.89839186349782,412.7736402241583,7.959525146733152,2017,9,Autumn,2010,24.81052490610152,93.67648386825674,-1.1700171279093097,False
2017-10-01,East,19.6411857549416,122.8820093885416,414.4108862781642,7.497809521954999,2017,10,Autumn,2010,24.792164097526946,94.00588253103611,-0.9151250999430997,False
2017-11-01,East,22.47535062219242,114.17862471326372,411.5152484333779,6.650734021404288,2017,11,Autumn,2010,24.7714355967889,93.61268982873071,-0.4521246266508131,False
2017-12-01,East,25.01159907052811,97.53267888237816,416.3018753195654,7.643562535890128,2017,12,Winter,2010,24.624980749265287,91.80158058662452,-0.0377929674254539,False
2018-01-01,East,31.622651910876968,124.31028786057142,410.5599230000833,7.3801384124147535,2018,1,Winter,2010,24.847979635151244,91.30049785728431,1.0422149846210946,False
2018-02-01,East,32.61324796277333,106.30647895273242,411.4091833866762,7.712469271273053,2018,2,Winter,2010,24.910506202485532,92.82057023268423,1.20404270543198,False
2018-03-01,East,33.97687975203561,94.86695364621364,412.1004449417004,6.538849103483312,2018,3,Spring,2010,25.629922306632107,92.9335226325038,1.4268110316928557,False
2018-04-01,East,31.12889655552929,89.15765164989993,412.43253479136143,7.192438694727658,2018,4,Spring,2010,25.710887282809285,94.07473956427502,0.9615531410359932,False
2018-05-01,East,28.56252938335689,63.36431371074008,409.9324876978332,9.115813161398638,2018,5,Spring,2010,25.826616662749416,95.00334038474836,0.54230116699321,False
2018-06-01,East,24.580912733924706,78.69408232156462,412.55397516220415,8.05871779028899,2018,6,Summer,2010,25.695686384074392,95.78909278478267,-0.1081516046353371,False
2018-07-01,East,20.293792634163943,77.99265428718068,417.626896060306,9.58153628147148,2018,7,Summer,2010,25.59487870480839,96.21436592259386,-0.8085126380340492,False
2018-08-01,East,21.17227178412992,70.06892439399877,416.1245726941588,6.349256702427073,2018,8,Summer,2010,25.763352775835042,94.10442097254857,-0.6650007813627778,False
2018-09-01,East,20.12565246556108,100.99577541245355,418.8469690991522,8.13107864061874,2018,9,Autumn,2010,25.933747552501156,95.02920293496153,-0.8359806863971233,False
2018-10-01,East,20.47548441683993,91.7508310405819,413.28265895513937,8.849858421798837,2018,10,Autumn,2010,26.003272440992685,92.43493807263157,-0.7788307439620568,False
2018-11-01,East,22.32340294891903,126.83695546760038,416.9408071552008,8.105159868669823,2018,11,Autumn,2010,25.990610134886566,93.48979896882629,-0.476947404413027,False
2018-12-01,East,26.12167919874182,125.57574970889196,413.3462878584408,7.826126220133791,2018,12,Winter,2010,26.08311681223771,95.82672153770244,0.14355414850780712,False
2019-01-01,East,28.85462597675484,131.5859540893262,413.5872620474237,8.111933032712672,2019,1,Winter,2010,25.8524479843942,96.43302705676535,0.59001923115844,False
2019-02-01,East,31.557924662569054,122.71474782140922,421.33886125883976,7.699110628349329,2019,2,Winter,2010,25.764504376043845,97.80038279582175,1.0316408832525523,False
2019-03-01,East,31.188379685469656,93.17408122218954,417.8200196195851,8.514399683524768,2019,3,Spring,2010,25.532129370496676,97.65931009381973,0.9712705423183012,False
2019-04-01,East,31.59369863564631,90.93039882880502,414.7482739626759,8.321980118018363,2019,4,Spring,2010,25.5708628771731,97.80703902539516,1.0374850621349125,False
2019-05-01,East,28.270139227681405,70.17443266506214,420.4443732763105,9.211956391660976,2019,5,Spring,2010,25.546497030866806,98.37454893825536,0.49453514532381004,False
2019-06-01,East,27.080485854098853,94.27359702409498,412.944916208081,8.63580348910051,2019,6,Summer,2010,25.75479479088132,99.67284183013287,0.3001886267471472,False
2019-07-01,East,26.984584122184422,65.26057781449757,415.7270651508768,8.458631502843849,2019,7,Summer,2010,26.31236074821636,98.61183545740927,0.28452173743558695,False
2019-08-01,East,19.37309894685517,58.9875652654908,412.0027777328469,8.248820710442677,2019,8,Summer,2010,26.162429678443463,97.68838886336694,-0.9589208298463631,False
2019-09-01,East,19.40313967365091,98.55025617934928,420.3874434550521,8.39842439487665,2019,9,Autumn,2010,26.102220279117617,97.48459559394159,-0.9540132569365473,False
2019-10-01,East,17.25196422060439,106.25154699330209,417.2843469568341,8.374871044558564,2019,10,Autumn,2010,25.833593596097987,98.6929885900016,-1.3054378562617859,False
2019-11-01,East,22.025454384713104,115.97184589267646,411.5396234574068,7.423706373520115,2019,11,Autumn,2010,25.80876454908083,97.78756279209126,-0.5256214698628305,False
2019-12-01,East,24.12885485303108,111.7441288596803,415.0594491878286,8.317490032810364,2019,12,Winter,2010,25.64269585360493,96.63492772132365,-0.1820015825345706,False
2020-01-01,East,29.16014863317032,137.7828192849626,419.1155045907237,8.413357139445838,2020,1,Winter,2020,25.668156074972888,97.15133315429334,0.639930630511541,False
2020-02-01,East,31.133196618046785,102.80227871746122,415.9280758229801,9.614167384222416,2020,2,Winter,2020,25.632762071262704,95.49196072896433,0.9622556163943577,False
2020-03-01,East,32.344025161039525,84.6985773477717,415.7044545747093,8.733963154298747,2020,3,Spring,2020,25.729065860893524,94.78566873942952,1.1600613950769691,False
2020-04-01,East,30.115190642627777,59.22032267805312,416.8514636496918,8.618188968693328,2020,4,Spring,2020,25.605856861475313,92.14316239353353,0.7959501011860698,False
2020-05-01,East,30.95694414542707,55.98665227781769,419.9412558379195,8.364607741966918,2020,5,Spring,2020,25.829757271287452,90.96084736126316,0.9334623097011512,False
2020-06-01,East,23.290132951373927,70.1149085879779,416.0305869002062,8.296873723214048,2020,6,Summer,2020,25.513894529393706,88.94762332492006,-0.3190185365992621,False
2020-07-01,East,22.743277044553675,63.519975713863126,421.4720310283749,8.324419965329124,2020,7,Summer,2020,25.160452272924477,88.8025731498672,-0.40835509799911507,False
2020-08-01,East,18.831960672215946,89.76173931693074,417.6264221066788,9.096216802690623,2020,8,Summer,2020,25.11535741670454,91.36708765415385,-1.0473233360553849,False
2020-09-01,East,17.604333273158435,91.03789657718896,411.92212253025247,9.224580654426653,2020,9,Autumn,2020,24.965456883330173,90.74105768730715,-1.2478734428462979,False
2020-10-01,East,21.27529188121514,108.79901248230348,417.8719992511268,7.473221268721511,2020,10,Autumn,2020,25.300734188381067,90.95334647805727,-0.6481710075340794,False
2020-11-01,East,20.660160937253224,127.18220454282486,421.0464322149778,9.001675160462508,2020,11,Autumn,2020,25.186959734426072,91.88754303223631,-0.7486612512323451,False
2020-12-01,East,25.169277781290752,116.66768603285024,418.07346686762014,8.406295193951971,2020,12,Winter,2020,25.273661645114384,92.2978394633338,-0.012033944527806758,False
2021-01-01,East,30.47653723379314,117.86959878884949,425.39809924083374,9.617982580150358,2021,1,Winter,2020,25.383360695166278,90.63840442199104,0.8549811211049658,False
2021-02-01,East,33.46463483358939,122.99486426972344,419.0283642373136,8.660740466797836,2021,2,Winter,2020,25.577647213128163,92.32111988467956,1.3431286593571123,False
2021-03-01,East,30.277111797063075,92.31083805302198,420.7694310369502,10.001129357877153,2021,3,Spring,2020,25.405404432796796,92.95547494345043,0.8224021865978468,False
2021-04-01,East,31.66483527997841,82.24752099663934,424.78861202088063,9.192213918273756,2021,4,Spring,2020,25.534541485909347,94.87440813666593,1.0491062279939531,False
2021-05-01,East,25.905186912925323,57.846061421122805,422.7492223040303,7.468413401850888,2021,5,Spring,2020,25.113561716534203,95.02935889860801,0.10818710548380789,False
2021-06-01,East,22.74597049569996,74.45150864284817,421.7354160399896,9.294839435462508,2021,6,Summer,2020,25.06821484522804,95.39074223651387,-0.40791508508034313,False
2021-07-01,East,24.56612201593709,58.665383451612286,418.07186248707575,8.934242166669863,2021,7,Summer,2020,25.220118592843324,94.98619288132632,-0.11056787530036781,False
2021-08-01,East,16.9736867157609,96.99470940113788,423.55785635555,9.43824512252952,2021,8,Summer,2020,25.065262429805404,95.58894038834359,-1.3508983790203337,False
2021-09-01,East,20.149477615876915,95.61908104029996,422.73890150446687,9.302315435423784,2021,9,Autumn,2020,25.27735779169861,95.9707057602695,-0.832088514844241,False
